year,month,carrier_name,airport_abbr,airport_name,city,state,total_number_flights,air_carrier_delay,weather_delay,national_aviation_system_delay,sercurity_delay,aircraft_arriving_late,flight_cancelled,flight_diverted
2018,September,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,8.0,0.85,0.0,0.49,0.0,1.65,0.0,0.0
2018,September,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,25.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2018,September,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,114.0,6.97,0.01,7.65,0.0,5.37,0.0,0.0
2018,September,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,143.0,8.14,0.0,1.49,0.0,15.36,0.0,1.0
2018,September,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,3.0,0.68,0.0,0.32,0.0,0.0,0.0,0.0
2018,September,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,299.0,25.6,2.42,24.86,0.61,24.51,7.0,0.0
2018,September,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,513.0,33.62,1.85,30.74,0.0,33.79,5.0,0.0
2018,September,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,407.0,32.62,0.37,10.33,0.0,11.68,0.0,0.0
2018,September,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,October,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,9.0,1.35,0.0,1.44,0.0,1.2,0.0,1.0
2018,October,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,348.0,22.21,0.95,10.37,0.0,24.46,3.0,0.0
2018,October,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,552.0,50.59,1.89,27.75,0.9,32.87,4.0,1.0
2018,October,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,418.0,21.18,1.09,11.17,0.0,13.56,0.0,0.0
2018,October,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,9.0,0.02,0.0,0.45,0.0,1.52,1.0,0.0
2018,October,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,26.0,1.2,0.0,2.8,0.0,0.0,0.0,0.0
2018,October,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,144.0,6.93,0.14,6.8,0.0,13.13,0.0,0.0
2018,October,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,145.0,7.89,0.44,3.83,0.0,6.84,0.0,0.0
2018,October,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,November,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,November,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,362.0,37.91,4.02,30.68,0.05,22.33,1.0,0.0
2018,November,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,690.0,96.05,0.8,76.06,0.33,58.76,7.0,0.0
2018,November,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,402.0,40.79,5.9,18.37,0.0,26.94,1.0,0.0
2018,November,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,68.0,9.27,0.14,10.73,0.0,3.86,1.0,0.0
2018,November,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,24.0,0.53,0.0,1.95,0.0,2.52,1.0,0.0
2018,November,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,46.0,1.47,0.0,3.97,0.0,2.56,0.0,0.0
2018,November,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,170.0,9.9,0.86,17.87,0.0,16.37,4.0,0.0
2018,November,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,202.0,17.57,2.57,6.31,0.0,20.55,1.0,0.0
2018,November,Mesa Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,November,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,38.0,1.04,0.0,7.15,0.0,0.81,1.0,0.0
2018,December,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,7.0,0.92,0.0,1.08,0.0,0.0,0.0,0.0
2018,December,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,383.0,33.59,2.18,39.7,0.0,25.53,8.0,2.0
2018,December,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,757.0,84.33,0.0,78.66,1.43,53.59,0.0,1.0
2018,December,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,518.0,19.73,4.74,26.12,0.0,17.41,0.0,0.0
2018,December,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,129.0,13.6,0.0,11.27,0.0,9.12,1.0,0.0
2018,December,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,24.0,1.71,0.3,5.62,0.0,2.37,0.0,0.0
2018,December,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,69.0,2.43,0.0,2.85,0.0,0.72,0.0,0.0
2018,December,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,262.0,18.38,0.16,30.5,0.0,35.97,0.0,1.0
2018,December,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,212.0,25.79,0.0,11.99,0.97,27.25,0.0,1.0
2018,December,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,32.0,0.22,0.0,3.67,0.0,1.11,0.0,0.0
2019,January,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,442.0,22.17,6.0,36.33,0.0,25.5,8.0,0.0
2019,January,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,754.0,88.38,6.19,69.09,0.77,66.57,31.0,0.0
2019,January,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,502.0,20.22,4.31,25.4,0.0,24.06,0.0,2.0
2019,January,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,130.0,12.62,1.22,14.97,0.0,3.19,2.0,0.0
2019,January,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,27.0,1.34,0.0,3.06,0.78,1.82,1.0,0.0
2019,January,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,79.0,5.56,0.2,7.07,0.0,5.18,2.0,0.0
2019,January,SkyWest Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,2.0,0.0,0.56,0.44,0.0,0.0,0.0,0.0
2019,January,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,235.0,15.96,1.88,19.43,0.0,31.73,0.0,0.0
2019,January,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,240.0,24.02,1.49,13.22,0.0,14.27,4.0,0.0
2019,January,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,44.0,0.75,0.33,6.49,0.0,2.44,0.0,0.0
2019,February,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,434.0,45.13,2.63,34.87,0.27,31.1,0.0,0.0
2019,February,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,760.0,74.41,2.29,67.25,0.5,47.55,14.0,3.0
2019,February,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,444.0,18.77,3.05,10.0,0.0,17.18,1.0,0.0
2019,February,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,118.0,7.69,0.19,9.6,0.0,9.52,1.0,0.0
2019,February,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,24.0,0.34,0.0,1.03,0.0,2.62,2.0,0.0
2019,February,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,69.0,5.17,0.1,8.73,0.0,1.0,0.0,0.0
2019,February,SkyWest Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,February,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,234.0,12.17,1.3,19.97,0.0,22.56,0.0,0.0
2019,February,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,222.0,26.41,1.08,9.4,0.0,22.12,8.0,0.0
2019,February,Mesa Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,February,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,1.48,0.0,5.47,0.0,0.05,0.0,0.0
2019,March,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,521.0,55.45,0.83,31.65,0.57,43.5,6.0,0.0
2019,March,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,832.0,82.12,1.1,59.56,0.77,65.46,13.0,0.0
2019,March,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,575.0,25.52,0.44,16.43,0.0,19.61,0.0,0.0
2019,March,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,132.0,13.57,0.0,9.15,0.0,9.28,0.0,0.0
2019,March,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,26.0,2.62,0.0,3.86,0.0,2.53,0.0,0.0
2019,March,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,80.0,4.32,0.0,2.9,0.0,1.79,1.0,0.0
2019,March,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,334.0,25.1,2.38,19.76,0.0,40.77,2.0,0.0
2019,March,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,301.0,32.76,0.75,10.65,0.0,12.84,5.0,0.0
2019,March,Mesa Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019,March,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,47.0,1.0,0.13,8.1,0.0,1.77,0.0,0.0
2019,April,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,502.0,34.92,1.89,43.96,0.32,45.91,15.0,3.0
2019,April,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,804.0,63.54,2.45,59.61,0.0,77.4,11.0,0.0
2019,April,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,532.0,36.77,2.8,17.13,0.0,24.29,3.0,0.0
2019,April,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,126.0,5.52,0.0,7.06,0.0,5.42,2.0,0.0
2019,April,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,26.0,1.0,0.0,2.62,0.0,2.38,0.0,1.0
2019,April,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,93.0,4.45,0.0,4.94,0.0,3.61,5.0,1.0
2019,April,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,307.0,25.3,2.4,15.09,0.0,47.21,1.0,1.0
2019,April,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,210.0,17.38,0.86,9.18,0.0,11.58,2.0,0.0
2019,April,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,47.0,1.66,0.0,2.88,0.0,1.46,1.0,0.0
2019,May,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,38.0,2.25,0.0,3.09,0.0,1.66,2.0,2.0
2019,May,Envoy Air,PBI,Palm Beach International Airport,West Palm Beach,FL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,May,Spirit Air Lines,PBI,Palm Beach International Airport,West Palm Beach,FL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,May,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,0.5,0.0,3.32,0.0,3.18,0.0,0.0
2019,May,SkyWest Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019,May,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,216.0,11.82,1.95,12.33,0.0,30.9,1.0,4.0
2019,May,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,191.0,16.49,1.8,4.77,0.0,8.94,0.0,2.0
2019,May,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,397.0,33.58,3.99,20.9,0.33,41.2,9.0,2.0
2019,May,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,612.0,42.04,0.99,24.02,0.0,56.95,2.0,10.0
2019,May,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,522.0,28.15,0.46,15.1,0.0,10.29,0.0,2.0
2019,June,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,June,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,300.0,24.04,1.83,20.86,0.19,29.08,13.0,1.0
2019,June,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,531.0,46.45,2.58,48.28,0.39,49.3,3.0,0.0
2019,June,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,518.0,52.97,4.89,17.02,0.0,34.13,0.0,0.0
2019,June,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,4.58,0.0,1.76,0.0,3.67,3.0,0.0
2019,June,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,154.0,10.21,2.18,16.44,0.0,29.17,7.0,0.0
2019,June,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,177.0,10.85,0.0,9.63,0.0,14.52,4.0,0.0
2019,June,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,48.0,0.88,0.0,3.43,0.0,1.69,0.0,0.0
2019,July,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,July,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,320.0,24.98,5.15,20.7,0.94,31.23,3.0,0.0
2019,July,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,492.0,46.79,4.41,42.0,0.0,41.81,5.0,1.0
2019,July,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,529.0,50.92,2.93,29.12,0.0,36.03,1.0,0.0
2019,July,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,150.0,8.84,2.51,12.35,0.0,25.3,7.0,1.0
2019,July,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,175.0,12.74,2.25,3.02,0.0,17.99,1.0,0.0
2019,July,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,40.0,0.35,0.0,2.48,0.0,2.16,1.0,0.0
2019,July,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,2.82,0.0,1.98,0.0,2.2,4.0,0.0
2019,August,Endeavor Air Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,August,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,336.0,28.1,3.7,37.49,0.32,38.39,3.0,1.0
2019,August,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,491.0,57.93,1.85,71.6,0.0,46.62,4.0,1.0
2019,August,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,500.0,35.06,0.1,50.24,0.32,26.28,1.0,1.0
2019,August,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,3.39,0.0,7.49,0.0,2.11,0.0,0.0
2019,August,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,135.0,9.9,2.31,11.33,0.0,23.46,6.0,1.0
2019,August,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,157.0,11.74,2.94,13.75,0.0,16.58,1.0,0.0
2019,August,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,49.0,1.26,0.0,7.98,0.0,1.76,3.0,0.0
2019,September,American Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,359.0,20.31,0.45,11.87,0.0,16.38,28.0,0.0
2019,September,JetBlue Airways,PBI,Palm Beach International Airport,West Palm Beach,FL,548.0,32.83,0.0,37.21,0.0,22.96,37.0,0.0
2019,September,Delta Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,389.0,7.97,1.58,11.61,0.0,11.84,26.0,0.0
2019,September,Frontier Airlines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,39.0,1.02,0.0,2.98,0.0,0.0,3.0,0.0
2019,September,United Air Lines Inc.,PBI,Palm Beach International Airport,West Palm Beach,FL,112.0,4.46,0.0,7.49,0.0,4.05,9.0,0.0
2019,September,Southwest Airlines Co.,PBI,Palm Beach International Airport,West Palm Beach,FL,149.0,10.01,0.0,6.78,0.0,6.2,12.0,0.0
2019,September,Republic Airline,PBI,Palm Beach International Airport,West Palm Beach,FL,24.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
2018,September,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,69.0,11.49,0.0,4.28,0.0,8.23,1.0,0.0
2018,September,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,60.0,15.92,0.0,0.0,0.0,8.08,0.0,1.0
2018,September,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,84.0,3.26,0.0,7.77,0.09,2.88,0.0,0.0
2018,September,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,440.0,8.04,1.65,19.9,0.0,31.41,3.0,0.0
2018,September,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,692.0,42.8,7.43,25.01,0.0,39.75,0.0,0.0
2018,September,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1229.0,42.54,0.27,16.2,1.48,93.52,3.0,1.0
2018,September,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,380.0,36.28,2.78,37.41,0.52,22.01,6.0,1.0
2018,September,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1526.0,38.21,2.13,61.01,0.88,36.76,8.0,1.0
2018,September,JetBlue Airways,PDX,Portland International Airport,Portland,OR,90.0,4.28,0.46,7.62,0.0,5.64,0.0,1.0
2018,September,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,673.0,24.9,2.11,17.9,1.0,10.09,0.0,0.0
2018,October,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,347.0,32.67,6.48,37.51,0.5,31.84,2.0,1.0
2018,October,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1584.0,48.96,1.0,73.89,0.96,54.2,13.0,1.0
2018,October,JetBlue Airways,PDX,Portland International Airport,Portland,OR,58.0,5.45,0.0,4.15,0.0,1.4,0.0,1.0
2018,October,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,636.0,12.43,1.0,14.52,0.0,8.06,0.0,0.0
2018,October,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,67.0,11.97,0.53,6.68,0.0,6.81,1.0,0.0
2018,October,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,62.0,25.44,0.0,0.0,0.11,8.45,0.0,0.0
2018,October,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,83.0,1.09,0.0,0.91,0.0,0.0,0.0,0.0
2018,October,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,451.0,7.0,2.1,18.93,0.0,32.97,6.0,0.0
2018,October,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,672.0,37.57,1.49,38.95,0.0,34.98,0.0,0.0
2018,October,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1233.0,64.85,2.68,36.72,1.12,100.63,5.0,1.0
2018,November,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,317.0,28.35,3.51,24.48,0.0,30.66,1.0,0.0
2018,November,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1561.0,55.33,2.51,53.88,3.36,53.92,9.0,1.0
2018,November,JetBlue Airways,PDX,Portland International Airport,Portland,OR,53.0,4.64,0.0,0.13,0.0,4.22,0.0,1.0
2018,November,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,559.0,38.19,1.63,13.21,0.0,18.97,0.0,0.0
2018,November,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,49.0,3.31,0.45,9.09,0.0,3.15,0.0,0.0
2018,November,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,60.0,10.12,0.0,0.0,0.0,4.88,0.0,0.0
2018,November,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,63.0,0.66,0.0,2.34,0.0,0.0,0.0,0.0
2018,November,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,509.0,10.88,0.18,22.16,0.0,31.78,4.0,1.0
2018,November,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,585.0,36.0,2.76,25.26,0.0,44.99,4.0,0.0
2018,November,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1190.0,55.39,1.24,14.77,0.23,93.37,5.0,1.0
2018,December,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,344.0,27.12,2.97,15.29,0.0,11.63,5.0,0.0
2018,December,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1543.0,45.34,1.11,86.31,0.0,56.24,12.0,2.0
2018,December,JetBlue Airways,PDX,Portland International Airport,Portland,OR,56.0,2.81,0.0,0.68,0.0,4.52,0.0,0.0
2018,December,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,603.0,11.52,1.53,5.45,0.0,14.5,0.0,2.0
2018,December,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,38.0,2.11,0.0,1.1,0.0,1.79,0.0,0.0
2018,December,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,62.0,29.63,2.0,0.69,0.0,3.68,0.0,0.0
2018,December,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,58.0,1.98,0.0,4.42,0.0,1.6,1.0,0.0
2018,December,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,381.0,15.83,1.07,19.15,0.0,19.95,3.0,1.0
2018,December,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,597.0,28.71,0.47,34.56,0.0,45.27,0.0,2.0
2018,December,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1174.0,73.34,0.0,31.16,1.02,99.48,7.0,0.0
2019,January,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,307.0,19.85,2.98,15.59,0.0,16.59,3.0,1.0
2019,January,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1556.0,62.96,4.11,99.9,1.41,73.61,31.0,1.0
2019,January,JetBlue Airways,PDX,Portland International Airport,Portland,OR,52.0,6.62,0.0,3.83,0.0,6.55,0.0,0.0
2019,January,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,562.0,27.27,0.94,19.47,0.0,16.31,1.0,0.0
2019,January,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,40.0,6.01,0.0,1.99,0.0,0.0,0.0,0.0
2019,January,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,62.0,27.21,0.0,0.06,1.54,4.19,0.0,2.0
2019,January,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,55.0,2.42,0.0,3.0,0.0,2.58,0.0,1.0
2019,January,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,546.0,10.1,4.92,23.93,0.0,20.05,8.0,2.0
2019,January,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,461.0,26.74,8.69,31.79,0.0,30.78,3.0,3.0
2019,January,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1129.0,45.7,2.5,27.54,0.0,71.27,14.0,1.0
2019,February,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,257.0,23.17,0.45,17.26,0.0,22.12,0.0,0.0
2019,February,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1408.0,71.07,6.31,119.56,1.94,131.12,47.0,0.0
2019,February,JetBlue Airways,PDX,Portland International Airport,Portland,OR,45.0,4.89,0.0,1.68,0.0,8.43,0.0,1.0
2019,February,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,505.0,30.95,6.39,21.31,0.0,26.34,0.0,0.0
2019,February,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,31.0,2.95,0.0,3.18,0.0,0.87,0.0,0.0
2019,February,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,56.0,16.88,0.0,0.0,0.0,7.12,0.0,0.0
2019,February,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,50.0,2.01,0.93,2.36,0.0,6.7,0.0,0.0
2019,February,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,486.0,12.14,1.93,28.75,0.0,24.17,18.0,0.0
2019,February,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,422.0,31.57,4.23,31.82,0.0,42.38,0.0,0.0
2019,February,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,987.0,64.23,2.71,24.05,1.0,114.01,15.0,0.0
2019,March,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,280.0,16.38,4.51,10.01,0.0,19.1,3.0,0.0
2019,March,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1525.0,59.33,1.31,60.19,5.01,104.17,13.0,0.0
2019,March,JetBlue Airways,PDX,Portland International Airport,Portland,OR,56.0,1.77,0.57,1.47,0.0,4.19,0.0,0.0
2019,March,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,633.0,24.6,1.59,13.78,1.0,29.03,0.0,0.0
2019,March,Frontier Airlines Inc.,PDX,Portland International Airport,Portland,OR,32.0,2.41,0.0,2.88,0.0,3.71,1.0,0.0
2019,March,Hawaiian Airlines Inc.,PDX,Portland International Airport,Portland,OR,62.0,22.56,0.0,0.16,0.0,5.28,2.0,0.0
2019,March,Spirit Air Lines,PDX,Portland International Airport,Portland,OR,62.0,0.3,0.0,2.17,0.0,3.53,0.0,0.0
2019,March,SkyWest Airlines Inc.,PDX,Portland International Airport,Portland,OR,518.0,9.4,0.76,12.29,0.0,14.54,1.0,0.0
2019,March,United Air Lines Inc.,PDX,Portland International Airport,Portland,OR,554.0,34.04,3.44,23.68,0.0,53.85,4.0,0.0
2019,March,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,1186.0,95.76,1.0,12.57,0.0,75.68,32.0,0.0
2019,April,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,239.0,23.28,3.94,8.62,0.0,15.16,2.0,0.0
2019,April,Alaska Airlines Inc.,PDX,Portland International Airport,Portland,OR,1467.0,66.11,3.82,77.05,1.35,54.66,8.0,1.0
2019,April,JetBlue Airways,PDX,Portland International Airport,Portland,OR,60.0,3.96,0.0,0.49,0.0,6.56,1.0,0.0
2019,April,Delta Air Lines Inc.,PDX,Portland International Airport,Portland,OR,604.0,28.29,1.12,15.93,0.0,22.67,1.0,0.0
